sol,ls,pressure,wind_speed,min_temp,max_temp,avg_temp
27,14.550898203592814,849.5050805234036,3.9019088427293225,-58.27018538313979,-4.1104224499204385,-31.190303916530112
28,15.089820359281436,849.6056306307673,3.323003874102195,-55.80989238669638,-6.270747633899365,-31.040320010297876
29,15.62874251497006,847.5408114707972,15.545403743691761,-53.82434550644481,-4.636571790938965,-29.230458648691886
30,16.167664670658684,857.3528909580647,9.614507495500526,-51.87380228818758,-6.789632005447743,-29.331717146817663
31,16.706586826347305,844.3938784490333,5.476964390627543,-52.624342605229856,-4.3532495649528595,-28.48879608509136
32,17.24550898203593,848.564251300758,2.41601880837086,-51.79061799786522,-5.579856246051463,-28.68523712195834
33,17.78443113772455,846.3318435879399,3.776266079835921,-54.09812984880826,-4.982469680176085,-29.540299764492175
34,18.323353293413174,847.2439953050548,3.938322511742247,-51.65891736622102,-4.470034975655718,-28.06447617093837
35,18.862275449101794,839.8502769548993,3.8296978828278183,-52.27407236320088,-4.154532070114876,-28.214302216657877
36,19.40119760479042,850.423086553782,3.8024797380104567,-55.58216965578327,-3.7134653121458654,-29.647817483964566
37,19.940119760479043,846.3137098719139,3.7782771472376635,-51.34975090173554,-4.1072043201117046,-27.728477610923623
38,20.479041916167663,851.9527033129473,5.665636589529246,-54.88340834883255,-4.0335969624218,-29.45850265562718
39,21.017964071856287,841.1111531085046,5.244856866719782,-55.17447366046121,0.6557009521597474,-27.25938635415073
40,21.55688622754491,844.900968572304,4.411790121547187,-50.84313527394269,-0.195616339278605,-25.51937580661065
41,22.095808383233532,841.5667542087363,5.368967838704249,-56.12581756129589,-0.14030836703664074,-28.133062964166264
42,22.634730538922156,855.8346929303802,4.728500004108346,-51.30334068655472,0.6882114936074193,-25.30756459647365
43,23.173652694610777,845.7442831272533,3.4053761669901292,-50.59340726314632,-1.940123786676596,-26.266765524911456
44,23.712574850299404,844.2505890296263,2.6766263386560953,-53.89539074035399,-1.5624878752543487,-27.72893930780417
45,24.251497005988025,843.7654460457445,3.748769085997199,-51.927235662545634,-2.6294904124526575,-27.278363037499147
46,24.79041916167665,841.5943216183978,10.613590362743455,-52.648156443542156,-0.8846807378379331,-26.766418590690044
47,25.32934131736527,846.4109162826276,7.304895188707319,-54.03987295801687,0.325255707710318,-26.857308625153276
48,25.86826347305389,842.5640863523342,3.8642523805047744,-51.13306705307247,-1.536084490949353,-26.334575772010915
49,26.407185628742514,844.7558843233579,7.277867982570943,-56.18367588937225,-0.3700415961067559,-28.276858742739506
50,26.946107784431135,835.5661820340065,3.7084959971476357,-48.288276047426216,-2.0924420579142042,-25.19035905267021
51,27.485029940119762,844.9285443638602,3.04611721916944,-51.07138280714672,2.2636075189953417,-24.403887644075688
52,28.023952095808383,845.575627585995,3.375140810331213,-50.319332236935594,1.3508456916755323,-24.48424327263003
53,28.562874251497007,835.7560756278712,5.217501835565679,-49.89899232442165,-1.804050227854009,-25.851521276137827
54,29.101796407185628,844.3632882766678,3.2588708841934233,-52.804361714388975,-4.33890222078112,-28.57163196758505
55,29.64071856287425,849.1186389839568,5.120543887727719,-47.950261545532676,-3.5960311828722795,-25.77314636420248
56,30.179640718562872,836.7587566346256,7.360039273442482,-50.43455507872411,0.7204411829176365,-24.857056947903235
57,30.7185628742515,855.2909813625565,3.3578312205733796,-49.801305005177625,-3.8633412952263066,-26.832323150201965
58,31.25748502994012,838.2644281221728,6.656084178607861,-49.840764770979526,0.05828570249546755,-24.89123953424203
59,31.796407185628745,836.4540557577203,12.51594650039159,-51.12757887407232,0.717626489686753,-25.204976192192785
60,32.33532934131737,838.3648808747666,9.647478339098203,-47.86273537672432,-5.698510900183867,-26.780623138454096
61,32.874251497005986,833.2411024777986,4.5576834361327245,-46.466356925327524,0.18347848041266546,-23.14143922245743
62,33.41317365269461,840.3880028939566,5.305598460190476,-48.44032013016489,-0.8703363159766044,-24.655328223070747
63,33.952095808383234,844.4295279205061,3.2120518777002993,-45.97722443101802,1.7715458482315907,-22.102839291393217
64,34.49101796407186,837.6018199119576,7.2681940641461384,-50.23419617713333,0.9408307263469984,-24.646682725393166
65,35.02994011976048,837.820379997631,3.4710652298124574,-50.70465291556521,3.861511090275213,-23.421570912645
66,35.5688622754491,850.435594761637,5.342001658315533,-48.989305246267044,1.8162253141561489,-23.586539966055447
67,36.10778443113772,832.7221914817073,5.627429660445602,-50.22367699663735,3.5382573850929155,-23.342709805772216
68,36.64670658682635,845.5622711166963,5.171782247818826,-47.02616504444306,3.14516891024341,-21.940498067099824
69,37.18562874251497,838.8519506199395,2.077331131488695,-52.1066537773027,3.504883460634036,-24.30088515833433
70,37.72455089820359,833.6582389436061,2.8121975099576266,-43.531483138558286,1.7003219187152974,-20.915580609921495
71,38.26347305389222,833.7553384610328,2.852402529049573,-45.03717518258546,2.4276808896119335,-21.30474714648676
72,38.80239520958084,844.5645003495378,4.701482682526764,-50.20047603077459,2.3064522777944547,-23.947011876490066
73,39.34131736526946,840.0551795028919,3.7924731809659935,-47.69357869810369,0.9214355337061777,-23.386071582198756
74,39.880239520958085,834.8660718036829,3.166017211428766,-47.00282086884664,2.6496306740212985,-22.176595097412672
75,40.4191616766467,831.6662629672692,7.093907861751538,-44.9264589719791,2.107603498794285,-21.40942773659241
76,40.958083832335326,837.8855777496385,5.745038251783234,-46.94322988149781,3.4898933647313077,-21.72666825838325
77,41.49700598802396,837.2584739936028,9.932282101270268,-44.14024067704304,0.291404470839395,-21.92441810310182
78,42.035928143712574,843.0377813498859,6.311398909373694,-48.72218924995226,2.712771538258411,-23.004708855846925
79,42.5748502994012,841.1385405917503,7.126372187195299,-48.91856530372249,4.304202541086889,-22.3071813813178
80,43.11377245508982,838.2755567681187,29.147097534476423,-45.637954258457206,4.8996286089335666,-20.36916282476182
81,43.65269461077844,844.9238257053273,3.21064141001813,-47.97715457432009,2.4605603722383758,-22.758297101040856
82,44.191616766467064,837.3593416073901,5.271196186539994,-46.907656552537944,1.7958613139244908,-22.555897619306727
83,44.73053892215569,831.6474106729423,3.206171230376586,-48.72512049916933,4.401024371096972,-22.162048064036178
84,45.26946107784431,838.9221425510788,9.149314621138066,-46.26990700198913,8.164979440352532,-19.0524637808183
85,45.808383233532936,831.6891666832279,2.6469000726900687,-43.097342908166986,7.65647692100004,-17.720432993583472
86,46.34730538922155,838.6841021738958,3.885037407383523,-45.54194928762582,2.6779991197510014,-21.43197508393741
87,46.88622754491018,836.0916687051681,3.914204839399157,-45.540130766962534,4.3573911868201245,-20.591369790071205
88,47.42514970059881,838.0127479936107,7.049857220694754,-45.87465452196597,8.135937336005137,-18.86935859298042
89,47.964071856287426,832.8118835605325,2.64539260267914,-44.94904496900359,0.7838662023002607,-22.082589383351664
90,48.50299401197605,836.1590205431902,7.5021406785631015,-42.329460950422444,6.616225876151513,-17.856617537135467
91,49.04191616766467,831.7921054447223,1.9467700219694561,-42.373092872359656,6.408342568528299,-17.98237515191568
92,49.5808383233533,827.8260978386961,4.894123398292445,-44.58279363428554,2.778814425884295,-20.901989604200622
93,50.119760479041915,832.6861389037066,6.658718159245913,-44.219286764863554,6.39251360833493,-18.913386578264312
94,50.65868263473054,837.5070764694491,4.766089513706999,-45.39240495815943,6.516668649894365,-19.437868154132534
95,51.19760479041916,832.9909218989014,16.806829940395037,-47.08302076852501,4.6801678748023985,-21.201426446861305
96,51.73652694610778,831.0450111556155,6.649686963154131,-42.6305068502366,9.04860161176816,-16.79095261923422
97,52.27544910179641,822.8288138965955,2.990787090047694,-47.05972350609443,8.016080726376364,-19.52182138985903
98,52.81437125748503,823.3618071415999,5.270551960589463,-49.222846426541594,8.709586779863413,-20.25662982333909
99,53.35329341317365,832.6875523725099,4.893814370701881,-44.143750178815864,5.561187626752038,-19.291281276031913
100,53.89221556886227,825.6986254256209,3.282921165536923,-43.92485990577682,5.651575305856597,-19.136642299960112
101,54.4311377245509,832.1045723328015,2.61241788723476,-42.81994059269855,3.8469106529313213,-19.486514969883615
102,54.970059880239525,827.4055976128591,3.4755850368449366,-43.364855232008104,4.720990066559114,-19.321932582724493
103,55.50898203592814,823.9470042141639,7.852438026711135,-44.96846719388663,8.20378735778242,-18.382339918052104
104,56.047904191616766,832.4127616702697,11.799809689361142,-43.0169556790051,7.081510739175673,-17.967722469914712
105,56.58682634730538,822.8323504718504,12.799942564210088,-42.87829713228453,2.1863997870917657,-20.345948672596382
106,57.125748502994014,831.2246788588839,8.005090961758079,-47.264854900528604,6.759026308087007,-20.252914296220798
107,57.66467065868264,827.7580919509272,4.755350177704836,-42.953404971091736,7.368767091640228,-17.792318939725753
108,58.203592814371255,825.7690156342617,2.92218062385357,-42.219728509161826,7.613165770105767,-17.30328136952803
109,58.74251497005989,831.8638521996573,3.2146650315765757,-44.96653659599822,7.462779828227799,-18.751878383885213
110,59.2814371257485,822.1236327129405,5.848088293616282,-42.20190020310506,5.446540961022844,-18.37767962104111
111,59.82035928143713,824.6765722035469,7.037662546443064,-39.70191773494032,6.288343596241852,-16.706787069349232
112,60.359281437125745,833.1319014558968,4.99148365123971,-41.952041587846274,9.536031786656416,-16.20800490059493
113,60.89820359281437,816.6415301461981,3.404930666422818,-39.832488922413745,5.365656349741251,-17.233416286336247
114,61.437125748503,818.3437892699739,2.7578955697548464,-44.52708153414083,7.297112050760714,-18.614984741690055
115,61.97604790419162,817.8907602050045,4.821205573035244,-45.013039778944645,6.508126924281853,-19.252456427331396
116,62.51497005988024,831.5042327672866,3.2482356898195484,-41.0051813854935,7.429486324457977,-16.787847530517762
117,63.05389221556886,815.2960334945452,2.5757874563924545,-39.2444837089973,10.206345412539065,-14.519069148229118
118,63.59281437125749,817.5965478716785,4.893292093995026,-44.06950855895785,9.203370517290193,-17.433069020833827
119,64.1317365269461,824.3060715990256,4.470362381745002,-42.811303488411745,7.205086963194704,-17.80310826260852
120,64.67065868263474,822.3399065864659,2.7094052113711724,-41.00219795487495,10.423813876226962,-15.289192039323995
121,65.20958083832336,823.7856759164904,5.129346861943004,-41.505765474139906,13.130928170445511,-14.187418651847198
122,65.74850299401197,831.8969023217951,8.78125738367907,-42.464727327055925,8.299408011459393,-17.082659657798267
123,66.2874251497006,817.3339141060753,2.9296166501191445,-44.771935343838095,8.13861509116677,-18.316660126335663
124,66.82634730538922,819.9601062592054,2.654815333336607,-38.57156551143578,6.389702452538614,-16.090931529448582
125,67.36526946107784,821.8610452056331,3.4125313051165334,-43.85807064809213,8.809892559737495,-17.524089044177316
126,67.90419161676647,813.4935299093802,4.393262138959473,-42.76627250510821,7.005468654314461,-17.880401925396875
127,68.44311377245509,819.5043599437942,5.110034765685768,-40.25667143544777,8.979809023251544,-15.638431206098113
128,68.98203592814372,817.4267668324134,3.394681344372869,-41.024515202526636,7.016049394419657,-17.004232904053488
129,69.52095808383234,821.7172863685297,4.721954260052623,-42.485185657405026,7.230396203268474,-17.627394727068275
130,70.05988023952096,818.7507041155886,5.386009738534282,-39.69415953367434,6.178162571009885,-16.757998481332226
131,70.59880239520957,816.7797076156806,1.8575495164656224,-42.53770410881592,7.517578741470188,-17.510062683672867
132,71.1377245508982,817.8433258952799,8.246835115380158,-40.51392797913932,10.508296630374975,-15.002815674382171
133,71.67664670658682,824.4416882001924,2.1472858344870924,-41.11463011595967,8.502132691193662,-16.306248712383002
134,72.21556886227545,818.9256103488492,4.478768114488316,-40.86242973432816,10.315890809036961,-15.2732694626456
135,72.75449101796407,816.1881856346054,3.27868056285552,-43.24150981257221,8.100921835431055,-17.570293988570576
136,73.2934131736527,808.4986476250594,6.231517394759696,-41.71465965485359,8.628519547485187,-16.543070053684204
137,73.83233532934132,811.726901955961,9.137668698259931,-41.663783053049045,7.218123945011649,-17.2228295540187
138,74.37125748502994,818.4757139967076,2.697268307577251,-42.02758078884432,7.930462142263527,-17.048559323290394
139,74.91017964071857,812.7346465253382,2.7998446812095157,-40.256145125211134,9.518166587774747,-15.368989268718193
140,75.44910179640718,813.4207255010259,1.2080185519514868,-40.31441376549291,9.45828860596402,-15.428062579764443
141,75.9880239520958,813.2501158583277,3.9586615121576014,-43.069902006827505,11.552142142297841,-15.758879932264833
142,76.52694610778444,809.0274223978148,6.15950398031996,-40.02857856891529,7.945107349557041,-16.041735609679126
143,77.06586826347305,813.5594455469824,6.91263102716065,-41.45997446107674,7.212097232506176,-17.123938614285283
144,77.60479041916167,811.7957044875485,5.855108623862648,-42.23899456608064,11.392930178792284,-15.423032193644179
145,78.1437125748503,813.0253360057611,7.775509805153748,-38.617706621004956,7.9417571613295594,-15.337974729837699
146,78.68263473053892,801.2141732329015,3.2409999831034972,-41.25678005922242,6.546005305148132,-17.355387377037147
147,79.22155688622755,807.5055484734975,12.077486618254705,-42.32763491032641,15.600774929884594,-13.363429990220908
148,79.76047904191617,812.283225793238,5.897695580691189,-40.14596545906181,12.318045775513239,-13.913959841774286
149,80.2994011976048,804.0838373235048,4.175506128133843,-40.06443930273695,10.038867433693783,-15.012785934521585
150,80.8383233532934,810.7268843131629,9.932006087443133,-42.142532586276054,10.768406558454242,-15.687063013910906
151,81.37724550898204,811.4350810408711,4.774388695039503,-40.0237417690055,11.031566576181213,-14.496087596412142
152,81.91616766467065,806.9740500264718,2.1154528996584014,-38.375534467336145,11.610719174939685,-13.38240764619823
153,82.45508982035928,811.336140307148,9.107953904769714,-41.428673286674815,9.642533283657935,-15.893070001508441
154,82.99401197604791,805.819886575783,4.378598803443112,-40.088159857727334,12.756804516059994,-13.66567767083367
155,83.53293413173652,806.9529272660462,3.447193750593533,-38.04766437798248,8.121780010936071,-14.962942183523204
156,84.07185628742515,803.2061081823991,3.424821835703288,-44.47880511510265,9.702650595835557,-17.388077259633548
157,84.61077844311377,808.3087661991306,3.616535973080171,-38.479529422797164,9.739077880245405,-14.37022577127588
158,85.1497005988024,797.5219885132273,4.3704564375663555,-39.74897131452621,8.66189623428708,-15.543537540119564
159,85.688622754491,804.9842608214044,5.174601777727761,-40.184520016832394,7.206249205257817,-16.489135405787287
160,86.22754491017965,802.9422740462796,9.49311740803325,-42.79420198717458,9.053349524075301,-16.87042623154964
161,86.76646706586827,799.8412700028753,3.793612894956631,-38.82154307999315,10.869538867507078,-13.976002106243035
162,87.30538922155688,793.643901413211,1.6181109321673406,-39.0431091921624,10.557712273248306,-14.242698459457046
163,87.84431137724552,790.9127603799049,7.026408079283903,-40.4405119044685,7.10089375152397,-16.669809076472266
164,88.38323353293413,801.6376244462969,4.836101393458729,-40.94977039130031,6.747689519357274,-17.10104043597152
165,88.92215568862275,800.7062118682118,6.647230525995305,-40.09561872648409,8.93906550392877,-15.57827661127766
166,89.46107784431138,801.6862639096172,3.962388480411178,-37.60814648876059,8.23323118964994,-14.687457649555324
167,90.0,801.2996059377849,3.893329081665488,-38.216987122670396,16.238636527986365,-10.989175297342015
168,90.53892215568862,802.419077235528,6.970135871809346,-43.24169553612734,12.406779172213206,-15.417458181957066
169,91.07784431137725,797.553776848419,1.7378837494240646,-42.060418740560074,11.168121303655202,-15.446148718452436
170,91.61676646706587,799.4661076191883,3.374958873014042,-36.48770655042962,11.217072249433963,-12.63531715049783
171,92.15568862275448,799.1032683549363,3.416347836901695,-35.84235018506507,8.842540773323599,-13.499904705870737
172,92.6946107784431,794.9330491841671,3.748213465045198,-40.71972828102601,10.877054868120553,-14.921336706452728
173,93.23353293413174,791.1345954800499,5.1291299961509225,-40.641953773055505,8.99523984540865,-15.823356963823429
174,93.77245508982035,798.8692448589667,4.5570503225155194,-41.40552062690985,8.55216294502269,-16.42667884094358
175,94.31137724550898,796.9972435710173,11.561257950556588,-40.5494580327226,10.752831292928592,-14.898313369897004
176,94.85029940119762,799.8548302623918,6.9559272822065195,-41.77290144984239,9.673890730956924,-16.049505359442733
177,95.38922155688623,803.9581618214154,6.121643621487258,-39.21980119577915,10.494264322768625,-14.362768436505261
178,95.92814371257485,796.9364991900632,3.7183100426189215,-41.652108449119275,9.599343079730547,-16.026382684694365
179,96.46706586826346,787.8660519197415,5.169359802366497,-41.42064374970898,7.915731728093334,-16.752456010807823
180,97.0059880239521,789.8778173625492,3.7510865952285934,-44.02795222045372,9.039473106764554,-17.494239556844583
181,97.54491017964072,794.6478277728451,4.3094112788621945,-40.22262120594792,10.430042586147554,-14.896289309900181
182,98.08383233532933,792.6832880899073,3.7841219694061743,-39.42486257030929,9.571165509432612,-14.926848530438338
183,98.62275449101797,796.919120568316,6.38937433601039,-39.99796919074746,9.412033302532578,-15.292967944107442
184,99.1616766467066,789.0419835823117,7.600705707597646,-38.72309977628245,8.07047778483662,-15.326310995722917
185,99.7005988023952,792.3102598142817,7.553385170104799,-38.54834289707776,11.192108992136065,-13.678116952470848
186,100.23952095808383,791.6937771673998,1.839868993032966,-36.32559554521484,9.369032989416949,-13.478281277898944
187,100.77844311377245,795.0068396231226,4.034868174185837,-37.26262033666713,10.609555410323047,-13.326532463172043
188,101.31736526946108,794.8465624851056,6.687459871277783,-38.550325134359085,12.352197557283485,-13.0990637885378
189,101.85628742514969,791.0259847584307,10.25105788867586,-39.33208711030901,10.269448106322029,-14.53131950199349
190,102.39520958083833,798.1303516633435,2.489666954633552,-38.82157844786429,8.322180892661823,-15.249698777601234
191,102.93413173652695,795.2105608061994,13.416145813288553,-43.73823619139352,9.412739045730483,-17.162748572831518
192,103.47305389221556,783.5743459215851,5.883934877907694,-39.85517542186167,9.969685418346,-14.942745001757833
193,104.01197604790418,798.4758420067678,3.929686495519627,-41.417596202857155,9.77751964660244,-15.820038278127356
194,104.55089820359282,778.1556391946558,3.254343670428503,-43.69069560357171,12.374190019957641,-15.658252791807035
195,105.08982035928143,785.258132568359,3.1727412910824473,-39.44060751906859,10.133957239127772,-14.65332513997041
196,105.62874251497006,794.3838341049676,10.114513731882758,-36.211640373618614,8.381086590242045,-13.915276891688285
197,106.1676646706587,788.2299999950027,3.3532142126346107,-38.43512755240013,10.593526060415368,-13.920800745992382
198,106.7065868263473,786.3197798405062,4.481135947655584,-38.38190755262947,7.510432674750557,-15.435737438939457
199,107.24550898203593,784.8019681046966,2.2917944284324867,-42.27329928108629,6.024958003483029,-18.12417063880163
200,107.78443113772454,786.0551335654397,3.556548924270154,-41.849134079586385,11.44862248355388,-15.200255798016252
201,108.32335329341318,787.9401421068146,6.3717141261522805,-38.44762185970566,9.952838109723853,-14.247391874990905
202,108.8622754491018,789.9309583208544,3.593048388836319,-41.47128356069267,10.267915638913902,-15.601683960889384
203,109.40119760479041,795.1050080646161,2.8141728819219236,-40.461952019670655,11.684078498745356,-14.388936760462649
204,109.94011976047905,781.8695848592278,2.15972323649719,-45.39444920221396,10.076900782301518,-17.65877420995622
205,110.47904191616766,775.8764993800738,6.458190060877473,-41.06629313543784,9.537791361672122,-15.76425088688286
206,111.01796407185628,782.8757327905608,5.318045668699724,-43.39115036411203,6.24370919706523,-18.5737205835234
207,111.5568862275449,776.2470068033389,5.431533813324619,-41.79720293218664,7.636182903165795,-17.080510014510423
208,112.09580838323353,779.3851105964242,5.4953699100241655,-44.04066768644067,9.216251042937833,-17.412208321751418
209,112.63473053892216,787.8886379633977,4.504459608036255,-43.634773165168774,10.78814339603877,-16.423314884565002
210,113.17365269461077,781.1481460022061,0.7785730630089177,-42.66977482266803,10.327643089375167,-16.171065866646433
211,113.7125748502994,778.6010959684356,2.9375581370775334,-41.00468276589307,7.963389703114891,-16.52064653138909
212,114.25149700598803,790.1604961766084,2.103678264103547,-46.839311325909996,9.229894944591013,-18.80470819065949
213,114.79041916167664,768.7446901328298,3.599006672350408,-42.986802998257275,6.148289753786559,-18.41925662223536
214,115.32934131736528,774.894575252849,4.370281217674157,-41.17151018751148,9.776917984764507,-15.697296101373485
215,115.8682634730539,777.3420247227194,3.69221062907084,-39.58511141488708,7.694465734872437,-15.945322840007321
216,116.40718562874251,771.1005062133744,3.464443236771529,-42.78638693111306,6.6111185716093965,-18.08763417975183
217,116.94610778443113,779.6896575861325,3.0162912515171354,-41.62140368149393,6.299499080819645,-17.660952300337144
218,117.48502994011977,788.5045821040973,8.057419984206609,-40.26920069494579,6.421580419477701,-16.923810137734044
219,118.02395209580838,777.3220792639697,1.7773598024625985,-42.0560378108994,6.444038125323347,-17.805999842788026
220,118.562874251497,777.803058672856,3.365539314598831,-43.99811990815705,9.37877233160552,-17.309673788275767
221,119.10179640718565,771.5492910510253,4.634809370980655,-43.865793186001774,7.446641165431393,-18.20957601028519
222,119.64071856287426,778.4932942179777,7.40024083381274,-42.11056958599172,6.111990311894184,-17.99928963704877
223,120.17964071856287,776.8627337469449,8.325365456141796,-42.96892316531665,4.046992813757144,-19.460965175779755
224,120.71856287425149,776.6780661960651,6.197527749254656,-41.599206987248444,6.592075078845267,-17.503565954201587
225,121.25748502994013,764.1056231823324,5.659714059263161,-39.6055936163376,5.9465372511459025,-16.829528182595848
226,121.79640718562874,787.3033025229829,7.628173325903028,-41.79116010217016,6.133050933494779,-17.82905458433769
227,122.33532934131736,773.2942109020082,2.7171203909290313,-41.590395693735545,10.946037853555469,-15.322178920090039
228,122.874251497006,767.4016414601147,6.557943294577236,-46.31468603999733,6.588982858851991,-19.86285159057267
229,123.41317365269461,778.4495776928454,3.210428688657734,-42.83179576091054,6.523336778539758,-18.15422949118539
230,123.95209580838323,778.1113685251077,7.1179947241589945,-41.44199751642557,8.27560347294162,-16.583197021741977
231,124.49101796407184,772.4153254836523,10.466865134427712,-43.19587638744838,6.81166594036918,-18.1921052235396
232,125.02994011976048,773.0972108414434,7.403768896568605,-41.17471141381881,7.389887775454173,-16.89241181918232
233,125.5688622754491,777.1290939946695,4.079795846464824,-44.698957951740184,5.911544360702925,-19.39370679551863
234,126.10778443113772,762.2602045664712,3.769262294728136,-44.686825873620336,7.323755495526839,-18.68153518904675
235,126.64670658682635,773.6113909330613,8.038695483507103,-47.64274222487517,10.99361085389461,-18.32456568549028
236,127.18562874251498,760.9875879816173,5.922119004419176,-44.055591698169394,5.975041834543344,-19.040274931813023
237,127.72455089820359,769.0079293243355,2.736839735676549,-42.956959384968805,5.899333227410949,-18.528813078778928
238,128.2634730538922,766.2970146398739,3.862660518522381,-45.415703493858146,6.0231701588968996,-19.69626666748062
239,128.80239520958085,768.7652005761581,10.202801340010343,-40.88492252368999,10.427916782014872,-15.228502870837557
240,129.34131736526948,770.5519919757224,4.282756324454324,-44.8575846754093,5.786556749842887,-19.535513962783206
241,129.88023952095807,768.5831993488131,3.9122511099640853,-49.96956183958538,4.456826844650214,-22.756367497467583
242,130.41916167664672,769.225043064017,6.5886146344772865,-40.16309255349377,5.366386736912957,-17.398352908290406
243,130.95808383233532,760.3333415715981,4.603446960230561,-44.34742181756318,3.73273679232987,-20.307342512616657
244,131.49700598802394,769.2350080073808,5.2726881861101305,-43.796550787361554,3.334440868932802,-20.231054959214376
245,132.03592814371257,768.8615162357345,5.305286196734419,-42.57655183785729,3.8965457946353146,-19.340003021610986
246,132.5748502994012,767.5558517245349,11.905639686650249,-46.05582431738724,2.8846274661729665,-21.585598425607138
247,133.11377245508982,765.9840703262763,7.075518494219095,-44.671251208819086,2.1618938956155804,-21.254678656601754
248,133.65269461077844,776.1562941471993,4.156059768042186,-42.899279448706025,5.086409934671823,-18.906434757017102
249,134.19161676646706,771.5463310336705,5.705705327196363,-45.56027576763086,2.6433913231517066,-21.45844222223958
250,134.7305389221557,763.4421675591157,7.226809121686656,-45.700399678266415,3.5009979251240715,-21.09970087657117
251,135.2694610778443,767.6442466614968,2.6894839529687924,-45.07273827060904,5.541930160547364,-19.765404055030835
252,135.80838323353294,765.7792284262202,2.9161094387086415,-46.72479012740123,1.7936395284879674,-22.46557529945663
253,136.34730538922156,762.2170877879837,7.0313037230649345,-48.939041042322074,4.801977274604746,-22.068531883858665
254,136.88622754491018,765.7540235043115,4.837406608939606,-50.21264599318191,3.7543155560276036,-23.22916521857715
255,137.4251497005988,768.9394504256047,2.25257165095033,-45.927313002964425,6.8939058822368295,-19.516703560363798
256,137.96407185628743,754.0994964980267,4.037726158045,-45.02959053530181,4.245600240068863,-20.391995147616473
257,138.50299401197606,761.4500697963756,7.1967272395643915,-43.61301060950785,2.075084119067034,-20.76896324522041
258,139.04191616766468,761.9287355066763,5.772773430515617,-45.53269528707805,2.645110996271903,-21.443792145403073
259,139.58083832335328,764.4166969794652,12.383210320269916,-44.438568603589,1.3774019472997205,-21.530583328144637
260,140.11976047904193,764.8745269391522,2.6845469708500307,-47.639232485681,-0.47838125828945843,-24.05880687198523
261,140.65868263473052,760.5691197304942,3.4169325862827096,-52.78552763685794,-0.6199945776892268,-26.702761107273584
262,141.19760479041915,760.951129267366,4.873203376963874,-45.311327712669645,2.0722023424718823,-21.61956268509888
263,141.7365269461078,765.1933905961981,5.896524755318691,-48.381225895519584,3.697657839159086,-22.34178402818025
264,142.2754491017964,763.6229025214658,8.148400117931493,-47.92561531892088,1.9615897784346414,-22.98201277024312
